通用码,数据模式,V6方法,V6.1方法,V6_MASE,V6.1_MASE,V6总量误差,V6.1总量误差,优胜者
CJ1021050261,intermittent,optimized_ses,optimized_ses,0.033,0.033,2.8,2.8,V6.1
CJ1021050265,stable,ma_3,ma_3,0.0225,0.0225,16.67,16.67,V6
CJ1021050274,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021050291,seasonal,theta,theta,0.4558,0.4558,122.87,122.87,V6.1
CJ1021050318,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021060037,intermittent,optimized_ses,optimized_ses,0.0068,0.0068,1.06,1.06,V6
CJ1021060073,intermittent,croston,croston,0.4738,0.4738,38.57,38.57,V6
CJ1021060093,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1021060096,intermittent,adida,adida,0.0648,0.0648,8.75,8.75,V6
CJ1021060169,intermittent,sba,sba,0.179,0.179,14.64,14.64,V6
CJ1021210023,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1021210024,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1022130020,intermittent,optimized_ses,optimized_ses,0.0097,0.0097,1.21,1.21,V6
CJ1022130180,intermittent,winsorized,winsorized,0.0405,0.0405,8.12,8.12,V6.1
CJ1022130200,seasonal,damped_trend,damped_trend,0.1446,0.1446,49.12,49.12,V6
CJ1022130209,seasonal,seasonal_naive,seasonal_naive,0.0153,0.0153,2.0,2.0,V6
CJ1022130246,seasonal,naive_drift,naive_drift,0.0933,0.0933,35.0,35.0,V6
CJ1022130389,seasonal,holt_winters,holt_winters,0.4108,0.4108,360.28,360.28,V6
CJ1022130418,seasonal,holt_winters,holt_winters,0.0235,0.0235,10.61,10.61,V6
CJ1040200008,seasonal,optimized_hw,optimized_hw,0.0,0.0,0.0,0.0,持平
CJ1040200037,stable,interval_based,interval_based,0.0319,0.0319,21.86,21.86,V6.1
CJ1040200073,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040200076,seasonal,theta,theta,0.0,0.0,0.0,0.0,持平
CJ1040200096,sparse,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040200156,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040200162,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040200163,lumpy,theta,theta,0.0505,0.0505,15.94,15.94,V6
CJ1040200165,lumpy,interval_based,interval_based,0.318,0.318,195.79,195.79,V6
CJ1040200280,intermittent,winsorized,winsorized,0.0439,0.0439,0.75,0.75,V6.1
CJ1040200286,seasonal,ma_3,ma_3,0.0225,0.0225,2.67,2.67,V6.1
CJ1040200408,erratic,ma_3,ma_3,0.155,0.155,0.67,0.67,V6
CJ1040200478,stable,seasonal_naive,seasonal_naive,0.1094,0.1094,134.0,134.0,V6.1
CJ1040200504,stable,naive_drift,naive_drift,0.1894,0.1894,20.8,20.8,V6
CJ1040200821,intermittent,tsb_opt,tsb_opt,0.0123,0.0123,0.29,0.29,V6
CJ1040200869,intermittent,winsorized,winsorized,0.0498,0.0498,1.5,1.5,V6
CJ1040200922,stable,optimized_ses,optimized_ses,0.0491,0.0491,47.45,47.45,V6.1
CJ1040200927,trending,naive_drift,naive_drift,1.5116,1.5116,13.0,13.0,V6
CJ1040200936,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040200962,lumpy,interval_based,interval_based,0.0769,0.0769,7.55,7.55,V6.1
CJ1040200984,seasonal,seasonal_naive,seasonal_naive,0.0685,0.0685,1.0,1.0,V6.1
CJ1040200995,seasonal,ma_3,ma_3,0.0366,0.0366,0.67,0.67,V6
CJ1040201010,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040201021,seasonal,naive_drift,naive_drift,0.68,0.68,1.7,1.7,V6.1
CJ1040201022,sparse,winsorized,winsorized,0.1918,0.1918,3.62,3.62,V6.1
CJ1040201041,intermittent,ma_3,ma_3,1.1765,1.1765,4.0,4.0,V6.1
CJ1040201050,intermittent,adida,adida,0.2427,0.2427,4.42,4.42,V6.1
CJ1040201081,seasonal,holt_winters,holt_winters,0.0,0.0,0.0,0.0,持平
CJ1040201082,stable,ma_7,ma_7,0.0475,0.0475,9.29,9.29,V6.1
CJ1040201087,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040201159,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040201160,stable,theta,theta,0.0591,0.0591,2.19,2.19,V6
CJ1040201169,intermittent,naive_drift,naive_drift,0.3846,0.3846,10.0,10.0,V6
CJ1040201170,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201173,intermittent,naive_drift,naive_drift,0.3721,0.3721,3.2,3.2,V6.1
CJ1040201180,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201184,trending,seasonal_naive,seasonal_naive,0.5469,0.5469,28.0,28.0,V6.1
CJ1040201185,lumpy,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040201187,stable,optimized_des,optimized_des,0.2264,0.2264,340.0,340.0,V6.1
CJ1040201193,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1040201200,intermittent,theta,theta,0.1249,0.1249,2.97,2.97,V6
CJ1040201205,intermittent,interval_based,interval_based,0.0624,0.0624,2.27,2.27,V6.1
CJ1040201206,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201217,intermittent,interval_based,interval_based,0.2638,0.2638,100.61,100.61,V6.1
CJ1040201218,stable,theta,theta,0.1061,0.1061,56.0,56.0,V6
CJ1040201219,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201235,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201239,all_zero,optimized_ses,optimized_ses,0.3623,0.3623,5.29,5.29,V6
CJ1040201242,stable,optimized_hw,optimized_hw,0.0251,0.0251,8.48,8.48,V6.1
CJ1040201244,intermittent,adida,adida,0.3325,0.3325,25.2,25.2,V6.1
CJ1040201248,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201251,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201259,intermittent,tsb_opt,tsb_opt,0.0191,0.0191,1.51,1.51,V6
CJ1040201341,seasonal,optimized_ses,optimized_ses,0.1597,0.1597,9.17,9.17,V6
CJ1040201356,intermittent,croston,croston,0.1875,0.1875,9.45,9.45,V6
CJ1040201357,intermittent,sba,sba,0.0281,0.0281,3.17,3.17,V6
CJ1040201368,intermittent,theta,theta,0.0035,0.0035,0.07,0.07,V6.1
CJ1040201397,stable,optimized_ses,optimized_ses,0.051,0.051,2.15,2.15,V6.1
CJ1040201402,intermittent,sba,sba,0.0347,0.0347,0.7,0.7,V6.1
CJ1040201407,intermittent,tsb_opt,tsb_opt,0.0291,0.0291,1.19,1.19,V6.1
CJ1040201416,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040201417,sparse,interval_based,interval_based,2.269,2.269,45.38,45.38,V6.1
CJ1040201459,intermittent,theta,theta,0.0917,0.0917,3.1,3.1,V6
CJ1040201480,seasonal,weighted_ma_5,weighted_ma_5,0.119,0.119,0.33,0.33,V6
CJ1040280029,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340308,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340312,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340330,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340359,seasonal,optimized_ses,optimized_ses,0.1487,0.1487,0.8,0.8,V6.1
CJ1040340362,intermittent,tsb_opt,tsb_opt,0.4496,0.4496,4.18,4.18,V6.1
CJ1040340372,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340379,all_zero,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340392,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340439,seasonal,optimized_des,optimized_des,0.0,0.0,0.0,0.0,持平
CJ1040340451,sparse,ma_5,ma_5,1.0,1.0,2.0,2.0,持平
CJ1040340456,intermittent,weighted_ma_5,weighted_ma_5,0.0877,0.0877,0.33,0.33,V6
CJ1040340462,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340474,stable,naive_drift,naive_drift,0.0086,0.0086,0.3,0.3,V6
CJ1040340475,lumpy,tsb_opt,tsb_opt,0.0611,0.0611,0.76,0.76,V6.1
CJ1040340486,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340487,all_zero,optimized_ses,optimized_ses,0.8268,0.8268,1.98,1.98,V6
CJ1040340502,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1040340519,intermittent,theta,theta,0.038,0.038,0.26,0.26,V6.1
CJ1040340527,seasonal,theta,theta,0.3238,0.3238,2.2,2.2,V6.1
CJ1040340529,intermittent,theta,theta,0.3254,0.3254,0.85,0.85,V6.1
CJ1040340547,erratic,winsorized,winsorized,1.3971,1.3971,9.5,9.5,V6.1
CJ1040340552,trending,damped_trend,damped_trend,0.0408,0.0408,1.29,1.29,V6
CJ1040340567,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340571,trending,optimized_hw,optimized_hw,0.0272,0.0272,0.31,0.31,V6.1
CJ1040340572,erratic,weighted_ma_5,weighted_ma_5,0.0193,0.0193,0.33,0.33,V6.1
CJ1040340574,intermittent,croston,croston,0.0037,0.0037,0.01,0.01,V6.1
CJ1040340586,stable,optimized_hw,optimized_hw,0.066,0.066,1.26,1.26,V6.1
CJ1040340588,lumpy,interval_based,interval_based,0.2174,0.2174,2.0,2.0,V6.1
CJ1040340589,intermittent,interval_based,interval_based,0.0909,0.0909,0.2,0.2,V6
CJ1040340596,stable,theta,theta,0.0826,0.0826,2.35,2.35,V6.1
CJ1040340597,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340601,seasonal,optimized_des,optimized_des,0.0302,0.0302,0.05,0.05,V6
CJ1040340609,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340610,stable,ma_3,ma_3,0.0407,0.0407,0.67,0.67,V6.1
CJ1040340615,intermittent,ma_3,ma_3,0.1754,0.1754,0.33,0.33,V6
CJ1040340618,intermittent,winsorized,winsorized,0.0521,0.0521,0.25,0.25,V6.1
CJ1040340623,intermittent,interval_based,interval_based,0.1791,0.1791,0.59,0.59,V6.1
CJ1040340630,trending,optimized_hw,optimized_hw,0.0399,0.0399,0.53,0.53,V6
CJ1040340631,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340632,erratic,naive_drift,naive_drift,0.1515,0.1515,3.0,3.0,V6
CJ1040340633,stable,ma_3,ma_3,0.356,0.356,11.0,11.0,V6.1
CJ1040340635,intermittent,sba,sba,0.1317,0.1317,0.38,0.38,V6.1
CJ1040340640,intermittent,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340646,trending,optimized_ses,optimized_ses,0.005,0.005,0.08,0.08,V6
CJ1040340653,stable,theta,theta,0.0,0.0,0.0,0.0,持平
CJ1040340657,erratic,croston,croston,0.0232,0.0232,0.16,0.16,V6
CJ1040340658,seasonal,optimized_des,optimized_des,0.122,0.122,0.35,0.35,V6
CJ1040340669,intermittent,adida,adida,0.7509,0.7509,3.53,3.53,V6
CJ1040340692,seasonal,theta,theta,0.0,0.0,0.0,0.0,持平
CJ1040340707,trending,optimized_hw,optimized_hw,0.0568,0.0568,5.67,5.67,V6.1
CJ1040340717,stable,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340726,lumpy,theta,theta,0.0367,0.0367,0.76,0.76,V6.1
CJ1040340727,stable,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CJ1040340760,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1040340819,intermittent,tsb_opt,tsb_opt,0.0892,0.0892,0.86,0.86,V6
CJ1040340823,stable,seasonal_naive,seasonal_naive,0.2381,0.2381,1.0,1.0,V6.1
CJ1040340824,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340828,stable,holt_winters,holt_winters,0.1586,0.1586,1.76,1.76,V6.1
CJ1040340829,erratic,sba,sba,0.0362,0.0362,0.51,0.51,V6
CJ1040340831,trending,naive_drift,naive_drift,0.8378,0.8378,6.2,6.2,V6
CJ1040340832,intermittent,interval_based,interval_based,0.0156,0.0156,0.07,0.07,V6
CJ1040340835,seasonal,optimized_ses,optimized_ses,0.0208,0.0208,0.07,0.07,V6.1
CJ1040340839,stable,interval_based,interval_based,0.5185,0.5185,11.98,11.98,V6
CJ1040340843,stable,optimized_hw,optimized_hw,0.0562,0.0562,1.0,1.0,V6.1
CJ1040340848,intermittent,interval_based,interval_based,0.8788,0.8788,4.83,4.83,V6.1
CJ1040340849,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340853,stable,interval_based,interval_based,0.2038,0.2038,1.81,1.81,V6
CJ1040340854,lumpy,adida,adida,0.0448,0.0448,0.16,0.16,V6
CJ1040340855,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340860,seasonal,median_5,median_5,0.2463,0.2463,5.0,5.0,V6
CJ1040340864,stable,optimized_des,optimized_des,0.3836,0.3836,7.75,7.75,V6
CJ1040340866,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340873,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1040340875,intermittent,optimized_ses,optimized_ses,0.2679,0.2679,1.23,1.23,V6.1
CJ1040340880,intermittent,croston,croston,0.0638,0.0638,0.2,0.2,V6.1
CJ1040340903,stable,naive_drift,naive_drift,0.0142,0.0142,0.4,0.4,V6.1
CJ1040340911,stable,optimized_hw,optimized_hw,0.0329,0.0329,0.39,0.39,V6.1
CJ1040340923,seasonal,ma_3,ma_3,1.2821,1.2821,3.33,3.33,V6.1
CJ1040340925,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340953,intermittent,winsorized,winsorized,0.8402,0.8402,5.12,5.12,V6.1
CJ1040340969,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340971,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040340972,stable,theta,theta,0.0443,0.0443,2.07,2.07,V6.1
CJ1040340973,stable,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340975,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1040340979,stable,interval_based,interval_based,0.2837,0.2837,2.84,2.84,V6.1
CJ1040340981,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040340983,seasonal,ma_3,ma_3,0.0995,0.0995,0.67,0.67,V6
CJ1040340986,seasonal,theta,theta,0.0638,0.0638,0.75,0.75,V6
CJ1040340989,stable,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341000,erratic,ma_3,ma_3,0.0862,0.0862,16.67,16.67,V6.1
CJ1040341007,intermittent,theta,theta,0.0157,0.0157,0.21,0.21,V6
CJ1040341013,stable,holt_winters,holt_winters,0.1594,0.1594,1.8,1.8,V6.1
CJ1040341017,intermittent,naive_drift,naive_drift,0.1562,0.1562,1.0,1.0,V6
CJ1040341018,stable,weighted_ma_5,weighted_ma_5,0.0473,0.0473,0.67,0.67,V6.1
CJ1040341026,erratic,theta,theta,0.1593,0.1593,0.89,0.89,V6.1
CJ1040341027,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040341028,erratic,sba,sba,0.0136,0.0136,0.36,0.36,V6.1
CJ1040341029,intermittent,adida,adida,0.1667,0.1667,1.1,1.1,V6.1
CJ1040341031,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040341035,seasonal,damped_trend,damped_trend,0.0333,0.0333,0.54,0.54,V6.1
CJ1040341036,intermittent,naive_drift,naive_drift,0.2,0.2,0.7,0.7,V6.1
CJ1040341037,seasonal,median_5,median_5,0.0885,0.0885,1.0,1.0,V6.1
CJ1040341038,stable,weighted_ma_5,weighted_ma_5,0.0375,0.0375,0.67,0.67,V6.1
CJ1040341039,stable,naive_drift,naive_drift,0.1364,0.1364,1.2,1.2,V6.1
CJ1040341041,stable,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341042,sparse,croston,croston,0.0512,0.0512,0.11,0.11,V6
CJ1040341043,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341047,seasonal,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341048,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040341052,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341053,stable,ma_7,ma_7,0.0251,0.0251,0.29,0.29,V6.1
CJ1040341061,intermittent,median_5,median_5,1.4286,1.4286,2.0,2.0,V6.1
CJ1040341065,intermittent,interval_based,interval_based,0.8289,0.8289,2.82,2.82,V6.1
CJ1040341072,all_zero,ma_3,ma_3,0.7576,0.7576,1.67,1.67,V6.1
CJ1040341081,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341083,seasonal,ma_3,ma_3,0.0,0.0,0.0,0.0,持平
CJ1040341091,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341093,intermittent,sba,sba,0.1255,0.1255,0.46,0.46,V6.1
CJ1040341097,stable,theta,theta,1.1901,1.1901,21.78,21.78,V6.1
CJ1040341100,lumpy,winsorized,winsorized,0.2841,0.2841,1.56,1.56,V6.1
CJ1040341106,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341111,stable,naive_drift,naive_drift,0.0185,0.0185,0.4,0.4,V6
CJ1040341112,lumpy,weighted_ma_5,weighted_ma_5,0.0766,0.0766,1.33,1.33,V6
CJ1040341120,intermittent,sba,sba,0.1557,0.1557,0.22,0.22,V6
CJ1040341122,seasonal,optimized_des,optimized_des,0.3861,0.3861,12.78,12.78,V6
CJ1040341126,intermittent,optimized_ses,optimized_ses,0.0037,0.0037,0.01,0.01,V6.1
CJ1040341127,intermittent,optimized_ses,optimized_ses,0.0036,0.0036,0.01,0.01,V6
CJ1040341128,seasonal,seasonal_naive,seasonal_naive,0.2632,0.2632,1.0,1.0,V6.1
CJ1040341129,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1040341130,seasonal,ma_5,ma_5,0.3333,0.3333,1.0,1.0,V6
CJ1040341137,intermittent,adida,adida,0.0083,0.0083,0.04,0.04,V6
CJ1040341144,seasonal,seasonal_naive,seasonal_naive,0.2128,0.2128,1.0,1.0,V6.1
CJ1040341145,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341149,intermittent,ma_3,ma_3,0.0725,0.0725,0.33,0.33,V6.1
CJ1040341171,stable,seasonal_naive,seasonal_naive,0.3093,0.3093,3.0,3.0,V6.1
CJ1040341181,intermittent,weighted_ma_5,weighted_ma_5,0.1258,0.1258,0.67,0.67,V6.1
CJ1040341183,intermittent,naive_drift,naive_drift,0.1034,0.1034,0.6,0.6,V6
CJ1040341185,intermittent,adida,adida,0.151,0.151,0.6,0.6,V6
CJ1040341192,intermittent,croston,croston,0.0268,0.0268,0.16,0.16,V6
CJ1040341197,intermittent,croston,croston,0.0577,0.0577,0.27,0.27,V6.1
CJ1040341198,seasonal,seasonal_naive,seasonal_naive,1.2121,1.2121,4.0,4.0,V6
CJ1040341204,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341208,intermittent,winsorized,winsorized,0.025,0.025,0.12,0.12,V6.1
CJ1040341215,trending,theta,theta,1.4708,1.4708,5.74,5.74,V6.1
CJ1040341218,intermittent,adida,adida,0.0047,0.0047,0.02,0.02,V6.1
CJ1040341223,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341230,seasonal,ma_3,ma_3,0.0901,0.0901,0.33,0.33,V6.1
CJ1040341234,seasonal,theta,theta,0.3336,0.3336,1.17,1.17,V6.1
CJ1040341243,trending,naive_drift,naive_drift,0.0,0.0,0.0,0.0,持平
CJ1040341246,intermittent,croston,croston,0.163,0.163,0.55,0.55,V6
CJ1040341247,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341251,lumpy,weighted_ma_5,weighted_ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341254,intermittent,croston,croston,0.0104,0.0104,0.02,0.02,V6.1
CJ1040341258,trending,theta,theta,0.4514,0.4514,2.39,2.39,V6
CJ1040341262,stable,ma_3,ma_3,0.0448,0.0448,1.0,1.0,V6
CJ1040341263,seasonal,seasonal_naive,seasonal_naive,1.6418,1.6418,11.0,11.0,V6.1
CJ1040341270,intermittent,interval_based,interval_based,0.1725,0.1725,1.09,1.09,V6
CJ1040341287,intermittent,croston,croston,0.0614,0.0614,0.12,0.12,V6
CJ1040341291,stable,optimized_des,optimized_des,0.538,0.538,7.16,7.16,V6
CJ1040341292,intermittent,adida,adida,0.026,0.026,0.04,0.04,V6
CJ1040341295,seasonal,theta,theta,0.0,0.0,0.0,0.0,持平
CJ1040341299,seasonal,damped_trend,damped_trend,0.226,0.226,2.85,2.85,V6.1
CJ1040341307,intermittent,croston,croston,0.3185,0.3185,1.46,1.46,V6.1
CJ1040341325,intermittent,croston,croston,0.0442,0.0442,0.15,0.15,V6
CJ1040341332,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341380,seasonal,ma_3,ma_3,0.1587,0.1587,0.33,0.33,V6
CJ1040341397,stable,optimized_hw,optimized_hw,0.112,0.112,1.42,1.42,V6
CJ1040341398,stable,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341399,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1040341404,seasonal,optimized_ses,optimized_ses,0.1095,0.1095,0.83,0.83,V6
CJ1040341459,stable,naive_drift,naive_drift,0.1118,0.1118,3.6,3.6,V6
CJ1040341460,intermittent,sba,sba,0.1299,0.1299,1.29,1.29,V6
CJ1040341526,stable,optimized_des,optimized_des,0.0018,0.0018,0.02,0.02,V6
CJ1040341536,intermittent,winsorized,winsorized,0.625,0.625,1.12,1.12,持平
CJ1040341538,stable,seasonal_naive,seasonal_naive,0.1095,0.1095,3.0,3.0,V6.1
CJ1040341628,stable,seasonal_naive,seasonal_naive,0.4762,0.4762,2.0,2.0,V6.1
CJ1040760105,intermittent,ma_3,ma_3,0.2196,0.2196,37.33,37.33,V6
CJ1040760108,intermittent,interval_based,interval_based,0.7754,0.7754,22.88,22.88,V6
CJ1040760154,intermittent,winsorized,winsorized,1.3889,1.3889,2.5,2.5,V6.1
CJ1040760172,intermittent,winsorized,winsorized,0.1106,0.1106,12.62,12.62,V6.1
CJ1111051073,lumpy,croston,croston,0.3511,0.3511,37.36,37.36,V6
CJ1111051075,intermittent,theta,theta,0.0723,0.0723,8.53,8.53,V6.1
CJ1111051123,intermittent,theta,theta,0.0556,0.0556,1.57,1.57,V6
CJ1111051141,lumpy,winsorized,winsorized,0.0382,0.0382,5.75,5.75,V6.1
CJ1111051217,seasonal,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1111051221,seasonal,theta,theta,0.2,0.2,10.0,10.0,持平
CJ1111051228,intermittent,adida,adida,0.8828,0.8828,57.29,57.29,V6.1
CJ1111100030,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1111220109,seasonal,theta,theta,0.2966,0.2966,20.64,20.64,V6
CJ1111220110,intermittent,theta,theta,0.1679,0.1679,5.81,5.81,V6
CJ1212030698,intermittent,weighted_ma_5,weighted_ma_5,0.0623,0.0623,6.67,6.67,V6
CJ1212030818,sparse,winsorized,winsorized,0.0085,0.0085,0.62,0.62,V6.1
CJ1212031226,seasonal,optimized_hw,optimized_hw,0.1454,0.1454,3.2,3.2,V6
CJ1212031361,intermittent,tsb_opt,tsb_opt,0.0107,0.0107,0.42,0.42,V6.1
CJ1212031372,intermittent,adida,adida,0.4005,0.4005,10.41,10.41,V6.1
CJ1212031378,intermittent,sba,sba,0.668,0.668,33.53,33.53,V6
CJ1212031399,intermittent,interval_based,interval_based,0.021,0.021,1.97,1.97,V6
CJ1212031529,sparse,tsb_opt,tsb_opt,0.0349,0.0349,1.53,1.53,V6.1
CJ1212031552,intermittent,sba,sba,0.217,0.217,8.42,8.42,V6.1
CJ1212031895,lumpy,ma_5,ma_5,0.1429,0.1429,5.0,5.0,V6.1
CJ1212031913,seasonal,seasonal_naive,seasonal_naive,0.0,0.0,0.0,0.0,持平
CJ1212031940,sparse,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212031949,intermittent,winsorized,winsorized,0.0402,0.0402,1.38,1.38,V6
CJ1212031968,intermittent,winsorized,winsorized,0.0543,0.0543,1.25,1.25,V6
CJ1212031981,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212031988,seasonal,optimized_ses,optimized_ses,0.0174,0.0174,0.48,0.48,V6.1
CJ1212031995,intermittent,median_5,median_5,0.0741,0.0741,5.0,5.0,V6.1
CJ1212031997,sparse,tsb_opt,tsb_opt,0.3212,0.3212,12.91,12.91,V6.1
CJ1212032036,trending,theta,theta,0.0018,0.0018,0.72,0.72,V6.1
CJ1212032040,sparse,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212032064,intermittent,median_5,median_5,0.0619,0.0619,2.0,2.0,V6
CJ1212032078,erratic,tsb_opt,tsb_opt,0.1548,0.1548,26.56,26.56,V6.1
CJ1212032086,trending,seasonal_naive,seasonal_naive,0.2791,0.2791,12.0,12.0,V6.1
CJ1212032088,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032097,sparse,tsb_opt,tsb_opt,0.0707,0.0707,1.5,1.5,V6
CJ1212032104,stable,theta,theta,0.0128,0.0128,1.56,1.56,V6.1
CJ1212032149,sparse,sba,sba,0.1183,0.1183,6.08,6.08,V6
CJ1212032194,intermittent,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212032201,sparse,tsb_opt,tsb_opt,0.0584,0.0584,1.17,1.17,V6.1
CJ1212032203,all_zero,ma_5,ma_5,0.0,0.0,0.0,0.0,持平
CJ1212032216,erratic,tsb_opt,tsb_opt,0.0039,0.0039,0.5,0.5,V6
CJ1212032235,intermittent,weighted_ma_5,weighted_ma_5,0.0156,0.0156,0.33,0.33,V6
CJ1212032238,seasonal,optimized_hw,optimized_hw,0.0041,0.0041,0.15,0.15,V6
CJ1212032250,intermittent,croston,croston,0.7095,0.7095,17.74,17.74,V6
CJ1212032251,intermittent,median_5,median_5,0.0,0.0,0.0,0.0,持平
CJ1212032263,sparse,ma_3,ma_3,0.0529,0.0529,3.33,3.33,V6
CJ1212032264,intermittent,winsorized,winsorized,0.188,0.188,5.0,5.0,V6.1
CJ1212032273,seasonal,ma_3,ma_3,0.0228,0.0228,3.33,3.33,V6.1
CJ1212032287,sparse,winsorized,winsorized,0.0381,0.0381,1.25,1.25,V6
CJ1212032291,seasonal,optimized_ses,optimized_ses,0.0031,0.0031,0.25,0.25,V6.1
CJ1212032307,seasonal,theta,theta,0.1809,0.1809,3.54,3.54,V6.1
CJ1212032371,sparse,winsorized,winsorized,0.0415,0.0415,1.06,1.06,V6
CJ1212032376,intermittent,median_5,median_5,0.1071,0.1071,10.0,10.0,V6.1
