通用码,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
CJ1040340726,0,5,7,4,0,2,9,22,2,2,15,0,1,0,3,0,0,0,0,2,2,0,0,1,11,9,37,5,0,3,2,2,0,0,0,0,0,6,2,2,3,0,1,3,4,5,2,3,0,1,0,0,0,1,2,0
CJ1040340727,0,6,1,4,0,1,2,6,1,5,3,2,0,0,1,3,0,0,7,4,6,1,4,2,1,2,0,3,3,0,6,2,4,4,4,8,2,5,4,1,1,2,3,3,1,1,3,5,2,1,0,1,1,1,1,1
CJ1040340760,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,1
CJ1040340819,0,3,0,1,2,2,1,2,0,3,1,0,0,5,0,1,0,0,1,2,2,6,2,2,2,5,0,0,3,2,1,1,2,0,2,2,1,3,0,3,0,1,0,5,1,2,7,3,4,2,0,5,2,1,1,3
CJ1040340823,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,3,5,1,0,0,3,2,2,1,3,2,1,3,1,4,1,0,3,1,1
CJ1040340824,0,3,0,2,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340828,0,4,3,1,5,2,0,3,1,0,2,3,8,4,3,3,4,0,0,2,1,0,4,1,4,1,6,0,2,3,0,3,1,3,2,5,1,2,3,5,3,1,4,4,1,3,2,3,3,1,3,3,0,2,3,0
CJ1040340829,4,9,1,3,11,6,5,4,4,2,0,1,0,2,0,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,27,2,3,1,2,2,5,4,3,1,6,7,5,6,5,1,2,7,3,3,0,1,4,5
CJ1040340831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,2,0,0,2,1,0,4,1,1,1,0,4,5,3,1,7,6,3,5,2,8,7,2,9,5,4,4,2,1,4,4,4
CJ1040340832,0,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,5,0,3,0,0,0,1,1,2,0,0,0,1,3,0,0,0,0,2,1,0,0,1,0,2,0,0,0,1,2,0,1
CJ1040340835,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,1,0,0,1
CJ1040340839,0,0,0,0,1,1,1,1,0,1,1,0,6,2,2,3,1,0,12,7,18,7,20,17,20,7,13,28,17,17,12,17,19,17,8,14,18,25,13,21,10,18,22,18,21,23,18,14,11,17,17,15,7,13,19,6
CJ1040340843,0,5,6,9,2,13,9,6,7,10,6,10,6,2,9,2,3,0,5,5,14,3,1,8,6,2,6,3,9,6,4,0,5,3,3,3,8,7,5,4,6,0,2,3,1,2,0,4,0,2,0,0,0,1,0,1
CJ1040340848,0,0,1,1,4,2,1,1,5,2,1,2,0,0,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,2,3,1,3,1,4,0,1,1,2,3,1,1,0,0,0,0,0
CJ1040340849,0,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340853,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,8,0,3,4,1,2,4,3,8,0,12,3,4,4,3,3,4,5,1,3,2,1,1,1,1
CJ1040340854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,0,2,2,1,0,1,1,2,0,0,1,1,0,1,0,5,1,0,3,0,1,1,0,0,2,0
CJ1040340855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,1,1,1,0,1,0,0
CJ1040340860,0,7,6,4,6,3,12,2,5,2,5,11,1,3,1,4,1,0,4,5,1,10,5,4,6,1,0,8,3,5,3,3,3,3,3,1,11,7,6,12,8,12,19,15,12,12,15,5,18,6,7,8,0,7,7,8
CJ1040340864,0,11,8,5,6,6,5,11,11,7,5,7,8,5,8,7,0,0,7,15,19,13,16,16,12,7,9,15,11,10,4,17,15,16,8,14,13,20,8,10,14,5,8,7,13,13,14,9,16,8,10,10,3,8,10,3
CJ1040340866,0,0,0,0,0,0,0,1,0,2,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,2,1,2,1,2,3,4,4,2,4,3,2,2,5,3,4,6,5,2,3,4,1,5,5,7,0
CJ1040340873,0,2,2,1,0,1,0,0,0,2,5,2,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,0,1,0,0,0,1
CJ1040340875,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,0,3,1,0,1,1,0,3,3,2,2,2,1,0,2,4,0,0,2,1,0,2,1,1,2,1
CJ1040340880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,1,0,2,1,0,2,0,0
CJ1040340903,3,5,3,8,4,7,4,7,7,3,6,4,1,3,1,5,1,0,0,0,0,5,0,0,0,0,20,0,10,5,12,28,6,9,12,8,8,18,7,20,23,9,14,18,8,25,10,13,14,5,5,9,6,6,2,3
CJ1040340911,0,5,5,5,7,0,5,3,3,3,2,5,3,5,2,4,3,0,3,4,4,4,1,4,6,0,4,1,0,0,3,2,4,1,2,7,4,3,1,4,1,3,2,4,2,1,6,2,6,0,0,3,0,3,1,1
CJ1040340923,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0
CJ1040340925,2,19,22,23,6,25,24,21,19,17,31,20,2,7,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040340953,0,1,1,1,1,0,1,1,1,2,1,1,0,0,1,1,0,0,0,1,1,0,1,1,2,0,2,1,1,1,0,3,2,0,4,0,0,4,2,1,0,1,0,5,0,3,0,2,2,1,1,7,0,3,2,1
CJ1040340969,0,0,1,3,2,2,1,1,1,2,1,1,0,0,4,0,3,0,0,3,0,0,1,1,0,1,0,2,0,2,0,1,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CJ1040340971,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CJ1040340972,0,19,18,10,10,24,21,26,13,30,32,15,8,6,21,15,7,0,8,39,15,29,7,17,22,10,15,5,23,16,2,15,18,13,8,8,39,29,8,14,8,20,15,12,8,9,7,12,8,3,5,4,3,1,6,0
CJ1040340973,0,0,1,0,0,0,3,20,3,0,2,4,5,4,0,5,4,0,0,0,2,5,1,0,0,6,4,1,3,1,1,3,0,3,0,1,4,9,7,5,0,3,12,9,2,6,4,1,6,3,5,3,0,4,3,9
CJ1040340975,0,2,2,4,1,6,2,4,4,6,5,4,1,2,5,5,3,0,9,1,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
CJ1040340979,0,2,1,0,1,2,1,0,1,1,0,0,0,0,2,1,1,0,0,4,7,3,3,2,3,1,3,1,2,2,4,1,1,0,0,1,3,0,8,6,14,1,7,4,3,6,7,5,2,5,4,1,2,1,5,6
CJ1040340981,0,0,2,1,1,1,0,4,2,0,0,0,0,0,0,0,0,1,1,0,7,2,0,0,1,1,1,0,0,0,3,0,3,0,2,1,0,1,2,3,1,1,0,2,5,4,0,0,3,3,2,2,0,2,2,2
CJ1040340983,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,6,2,3,1,1,0,1,1,2,1,2,3,4,0,3,4,2,4,2,3,0,1,4,4,2,1,1,0,4,0,1,3,0,1,5,0
CJ1040340986,0,3,2,3,1,0,1,3,2,1,4,2,4,1,0,0,7,0,1,4,1,4,4,4,2,4,4,1,4,3,3,7,3,6,2,5,2,2,7,5,2,5,2,6,3,3,3,2,4,9,3,1,3,2,6,7
CJ1040340989,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,2,0,2,2,2,2,1,1,0,1,4,0,1,1,0,0,0,0,0,1,0,0
CJ1040341000,0,0,7,1,2,1,3,0,10,0,0,0,15,5,6,1,4,0,7,0,1,3,20,28,0,0,0,0,40,100,0,87,47,48,36,22,0,0,300,320,280,2,18,80,290,12,93,24,40,0,0,20,20,0,9,1
CJ1040341007,1,3,0,0,0,0,2,0,23,1,6,3,0,1,1,0,1,0,0,3,0,3,0,1,0,0,3,2,1,1,0,3,0,1,0,1,0,3,3,5,2,0,7,3,2,2,2,0,5,1,2,1,4,2,2,2
CJ1040341013,0,0,0,0,0,0,2,1,0,2,0,3,0,3,0,5,2,0,2,5,4,2,2,2,0,0,1,4,1,0,1,3,2,4,1,6,5,3,6,4,6,1,7,3,12,7,6,5,6,10,5,13,5,6,15,2
CJ1040341017,2,1,0,0,0,0,2,0,1,4,0,1,0,0,1,0,0,0,3,0,5,0,3,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,2,0,0,2,0,0,0,2,0,2,1,1,0,1,0,0,0,0
CJ1040341018,1,4,2,1,2,0,1,5,0,5,3,6,1,2,2,0,2,0,4,5,3,8,3,7,1,3,8,1,3,3,1,5,0,2,9,3,3,2,7,0,0,1,4,5,3,5,6,5,2,5,4,4,0,4,8,4
CJ1040341026,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,2,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0,1,1,2,0,7,1,2,0,0,1,2,1,1,2,3,2,0,2,0,2,0,0,0,2,1
CJ1040341027,0,0,1,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040341028,0,2,5,4,4,4,9,6,8,6,9,7,4,1,9,3,7,0,0,2,8,7,8,4,8,5,4,6,7,5,9,1,7,10,4,19,8,5,1,14,3,8,44,15,13,6,6,8,12,11,23,1,10,10,10,22
CJ1040341029,1,1,3,3,2,0,0,2,1,1,0,2,1,1,2,0,1,0,0,4,2,0,3,2,0,0,1,0,1,0,2,0,3,2,3,1,0,3,1,3,1,1,0,3,1,0,0,1,0,0,1,0,3,1,1,2
CJ1040341031,0,2,0,2,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CJ1040341035,0,0,5,2,4,0,3,0,6,0,5,4,1,0,8,2,0,0,0,1,2,1,2,3,4,7,0,7,6,0,3,1,3,1,3,2,2,5,4,10,5,2,10,3,5,2,6,1,8,1,2,3,3,5,7,5
CJ1040341036,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,2,0,1,0,1,0,0,0,1,1,0,0,2,4,3,1,1,3,1,1,2,1,1,0,2
CJ1040341037,0,2,0,3,1,0,3,1,0,0,1,0,4,0,0,3,1,0,1,2,9,3,5,3,9,0,2,3,6,3,3,1,1,0,2,0,5,4,0,0,3,0,0,4,2,0,2,1,1,3,1,0,1,0,2,1
CJ1040341038,0,2,1,0,5,1,2,7,0,5,7,4,6,2,8,6,0,0,5,9,5,5,2,6,8,6,5,0,8,7,6,7,10,11,8,12,14,2,5,5,11,2,7,7,4,14,7,4,8,6,2,7,0,13,1,4
CJ1040341039,0,0,0,1,1,0,0,1,0,1,0,1,0,2,2,1,2,0,0,2,0,3,3,2,3,0,4,0,1,0,2,0,3,1,7,1,3,2,4,4,4,5,9,3,3,5,3,3,5,0,4,5,1,3,6,5
CJ1040341041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,1,2,2,0,3,1,0,1,1,0,1,0,1,1,0,1,1,0
CJ1040341042,2,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1
CJ1040341043,0,0,0,0,0,2,7,2,1,1,2,4,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040341047,1,0,1,4,0,1,3,4,0,1,1,1,0,3,1,2,0,0,0,1,2,1,4,2,4,2,0,0,0,2,0,2,3,0,3,2,3,3,1,3,2,3,0,3,3,2,3,2,3,0,0,1,1,1,0,5
CJ1040341048,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0
CJ1040341052,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,7,3,2,2,3,1,0,0,3,2,3,0,2,0,2,0,3,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,2,0
CJ1040341053,0,4,5,0,0,0,8,1,1,0,3,0,0,0,0,13,1,0,1,2,4,6,2,2,5,0,3,1,3,4,3,5,1,3,2,0,2,2,2,3,4,3,4,7,3,2,3,3,3,2,4,0,4,2,2,6
CJ1040341061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,1,0,2,4,0
CJ1040341065,0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,3
CJ1040341072,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,4,0
CJ1040341081,0,1,0,0,0,2,0,0,1,1,1,2,0,0,1,0,1,0,0,0,2,0,1,5,1,0,0,1,0,1,0,0,0,0,1,1,1,3,0,0,1,1,1,0,0,1,0,1,1,1,0,2,0,1,0,0
CJ1040341083,1,3,2,0,2,0,1,1,4,0,0,1,0,1,4,2,1,0,0,6,6,1,3,4,3,1,2,6,2,5,3,2,4,0,1,3,9,4,4,8,2,2,8,1,6,5,6,3,2,0,4,2,1,4,3,0
CJ1040341091,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CJ1040341093,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,0,2,1,1,1,0,2,1,2,0,1,0,1,1,0,0,0,1
CJ1040341097,0,2,5,3,10,2,3,8,4,9,5,6,3,6,4,4,5,0,6,9,8,4,9,4,9,7,4,6,2,8,9,1,3,7,5,10,3,10,15,8,11,8,7,11,8,10,9,9,11,4,11,2,1,8,4,3
CJ1040341100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,2,6,0,2,1,3,1,5,3,1,4,0,3,1,0
CJ1040341106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
CJ1040341111,0,4,4,5,0,3,7,4,10,4,1,8,5,5,10,1,7,0,3,9,12,12,8,6,4,6,3,4,9,6,6,3,6,6,7,5,5,0,12,0,17,10,14,4,3,5,7,2,13,1,2,2,0,4,3,2
CJ1040341112,0,7,3,5,5,7,3,2,0,17,6,3,3,7,1,1,3,2,0,4,2,3,0,3,2,1,6,5,0,4,0,3,0,5,0,0,16,2,5,1,2,0,1,3,2,2,4,0,3,0,0,0,1,1,1,0
CJ1040341120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,1,0,0,0
CJ1040341122,0,4,11,8,4,11,13,4,20,8,12,13,5,6,10,6,4,0,5,19,1,9,6,16,9,5,10,19,8,12,6,16,12,0,18,5,17,6,17,23,11,9,13,18,20,17,17,18,13,11,9,7,3,15,5,3
CJ1040341126,0,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1
CJ1040341127,1,0,0,0,0,0,0,3,0,1,1,4,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
CJ1040341128,0,0,2,1,0,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,2,0,0,1,1,0,2,0,1,1,0,0,0,1,0,1
CJ1040341129,0,0,0,0,5,5,0,3,0,2,1,3,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,2,0,0,1,1,3,0,2,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040341130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,1,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0
CJ1040341137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,2,0,1,3,0,2,1,0,0,2,1,0,0,1,2,0,2,0,0,3,0,1,0,0,3,0,1,1,0,1
CJ1040341144,0,4,0,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1,2,0,1,1,0,0,1,0,0
CJ1040341145,0,0,2,2,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040341149,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,1,3,0,0,1,0,3,1,0,2,0,0,4,5,2,3,1,1,1,2,2,0,2,2,1
CJ1040341171,0,1,2,0,1,2,1,2,0,2,3,1,0,1,2,2,2,0,2,0,1,2,4,2,4,0,0,1,1,4,1,4,3,3,1,4,2,3,1,0,4,1,4,7,2,6,5,0,7,8,5,3,4,5,4,3
CJ1040341181,0,0,0,0,0,3,0,1,2,0,1,0,1,0,1,0,0,0,3,1,1,0,3,2,3,0,1,1,0,0,1,0,0,1,2,0,2,2,0,0,1,2,1,2,2,3,0,1,0,0,1,2,0,1,0,0
CJ1040341183,0,0,1,0,3,1,2,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,4,1,0,3,2,1,3,1,2,1,0,0,0,0,3,2,0,3,0,2,0,0,0,0,2,0,1,2,1,0,2,5,2
CJ1040341185,0,0,0,0,0,0,1,3,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,2,3,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CJ1040341192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,2,1,0,1,1,0,0,2,0,4,1,2,1,2,0,4,1,2,1,0,1,0,2,5,0,1,2,2,0,1,1,2,1
CJ1040341197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,1,0,0,0,6,0,3,1,0,1,2,0,4,1,1,1,0,1,0,2
CJ1040341198,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,2,3,3,0,3,3,4,0,1,1,0
CJ1040341204,0,14,13,17,10,10,9,16,10,9,11,7,2,3,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ1040341208,0,0,0,0,0,0,6,2,0,2,0,0,1,0,0,1,1,0,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,4,4,0,0,0,1,2,2,3,0,0,3,2
CJ1040341215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,4,1,0,0,2,4,9,5,2,0,3,2,3,0,0,0,0,1
CJ1040341218,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,2,0,2,2,3,3,0,1,1,0,2,2,2,1,0,4,4,0,0,0,0,1,0,1,2,0,1,0
CJ1040341223,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,0,3,0,0,1,0
CJ1040341230,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,3,0,0,1,0,1,2,0,0,0,3,4,3,1,0,1,4,2,1,1,2,0,2,2,1
CJ1040341234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,3,0,0,1,0,0,1,2,3,2,2,3,5,2,0,1,1,1,1,0,1,0,0
CJ1040341243,0,0,0,0,0,0,1,4,0,0,1,0,0,5,0,2,0,1,0,0,0,2,0,0,10,2,6,2,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
CJ1040341246,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,1,0,2,1,0,0,1,0,0,0
CJ1040341247,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
CJ1040341251,5,6,11,0,2,1,2,2,2,16,23,0,0,1,2,3,1,2,0,0,3,5,0,1,1,4,4,3,3,3,1,0,0,0,5,1,5,1,0,1,1,3,1,0,1,0,3,2,2,0,1,2,0,1,3,0
CJ1040341254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0
CJ1040341258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,2,1,1,3,1,2,0,1,0,0,0,4,1,2,2,3,5,6,3,1,3,5,3,1,4,2,5,1,2,3,2,2
CJ1040341262,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,12,0,9,24,15,8,5,15,8,9,10,7,10,9,7,13,9,13,5,3,19,16,13,7,7,5,16,16,3,10,3,8,3,2,7,4,5,4,4,2
CJ1040341263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,2,1,2,1,3,3,1,4,1,1,2,3,0,2,4,2,7,7,6,3,10,8,4,8,7,6,5,4,1,5,4,0
CJ1040341270,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,2,0,2,0,3,2,0,1,2,1,5,1,0,3,1,1,4,3,5,4,0,3,1,0,3,2,2
CJ1040341287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,3,0,2,0,0,1,0,0,0,1,2,0,1,0,1
CJ1040341291,0,2,3,2,1,2,1,1,1,0,0,2,0,1,1,7,5,0,7,9,10,6,9,0,5,4,1,4,10,0,1,6,6,6,7,3,6,7,5,8,4,4,9,9,7,5,9,8,10,2,7,2,4,3,8,6
CJ1040341292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
CJ1040341295,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CJ1040341299,0,0,0,0,0,7,3,0,0,3,1,1,0,0,0,0,0,0,0,0,10,1,2,7,6,0,2,4,5,2,7,2,1,2,2,3,7,4,3,2,9,8,4,5,13,7,5,3,10,5,4,6,5,5,12,7
CJ1040341307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,3,0,4,3,0,2,3,0,3,1,5,3,7,0,2,1,0,1,1
CJ1040341325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,4,2,1,1,3,2,0,2,5,0,1,5,5,2,0,2,3,1
CJ1040341332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,1,0,2,0,0,2,0,2,0,1,1
